,location_name,address
6274,Olivet Nazarene University at Metro South Medical Center,"12935 S. Gregory Street, Blue Island, IL 60406-2428"
6275,Olivet Nazarene University at The Ray and Joan Kroc Corps Community Center,"1250 W. 119th Street, Chicago, IL 60643-5100"
6276,Olivet Nazarene University at South Shore Hospital,"8012 South Crandon Avenue, Chicago, IL 60617-1124"
6277,Olivet Nazarene University at Swedish Covenant Hospital,"5145 N. California, Chicago, IL 60625-3661"
6278,Olivet Nazarene University at Walter L. Newberry Math & Science Academy,"700 W. Willow Street, Chicago, IL 60614-5108"
6279,Olivet Nazarene University at Michigan District Church of the Nazarene,"15180 Wright Road, Grand Ledge, MI 48837-9202"
6280,Olivet Nazarene University at Warren Township High School - O'Plaine Campus,"500 N. O'Plaine Road, Gurnee, IL 60031-2641"
6281,Olivet Nazarene University at Westside Church of the Nazarene,"8610 W. 10th Street, Indianapolis, IN 46234-2134"
6282,"Olivet Nazarene University at RHW  Enterprises, Inc.","7302 Woodland Drive, Indianapolis, IN 46278-1736"
6283,Olivet Nazarene University at Mid America Nazarene University,"2030 E. College Way, Olathe, KS 66062-1899"
6284,Olivet Nazarene University at McHenry Middle School,"2120 W. Lincoln Road, McHenry, IL 60050-3634"
6285,Olivet Nazarene University at Senate Apartments,"5801 G North Pulaski Road, Chicago, IL 60646-6055"
6286,Olivet Nazarene University at Kishwaukee College,"21193 Malta Road, Malta, IL 60150-9699"
6287,Olivet Nazarene University at Chute Middle School,"1400 Oakton Street, Evanston, IL 60202"
6288,Olivet Nazarene University at Creekside Elementary School,"655 North Airlite Street, Elgin, IL 60123"
6289,Olivet Nazarene University at Horizon Elementary School,"1701 Greenbrook Blvd., Hanover Park, IL 60133"
6290,Olivet Nazarene University at Spring Trail Elementary School,"1384 Spring Valley Drive, Carol Stream, IL 60188"
6291,Olivet Nazarene University at Chicago Police Department,"1300 W. Jackson Blvd., Chicago, IL 60607-2808"
6292,Olivet Nazarene University at Hawthorn Elementary North,"301 Hawthorn Parkway, Vernon Hills, IL 60061-1461"
6293,"Olivet Nazarene University at Kenmoor, L.L.C.","625 Kenmoor Avenue, Grand Rapids, MI 49546-2395"
6294,Olivet Nazarene University at Pyramid Education Campus,"6100 E. Paris Avenue, Caledonia, MI 49316-9790"
6295,Olivet Nazarene University at Ridge Circle Elementary School,"420 Ridge Circle, Streamwood, IL 60107-1710"
6296,Olivet Nazarene University at Trinity Church of the Nazarene,"1451 Raymond Drive, Naperville, IL 60563-8948"
6297,Olivet Nazarene University at Lundahl Middle School,"560 Nash Road, Crystal Lake, IL 60014-7138"
6298,Olivet Nazarene University at Valparaiso Nazarene Church,"2702 E. Glendale Blvd., Valparaiso, IN 46383-3982"
6299,Rock Valley College,"3301 North Mulford Road, Rockford, IL 61114-5640"
6300,Boone-Winnebago Regional Office of Education,"404 Elm Street, Rockford, IL 61101-1239"
6301,Gwendolyn Brooks Middle School,"14741 S. Wallace Avenue, Harvey, IL 60426-2448"
6302,Thomas Jefferson Junior High School,"7200 Janes Avenue, Woodridge, IL 60517-2318"
6303,Whittier Elementary School,"71 E 152nd Street, Harvey, IL 60426-3154"
6304,Winnebago Regional Office of Education,"300 Heart Blvd, Loves Park, IL 61111-7516"
6305,James Ward Elementary School,"2701 S. Shields Avenue, Chicago, IL 60616-2624"
6306,Naperville Area Chamber of Commerce,"55 S. Main Street, Suite 351, Naperville, IL 60540-5381"
6307,OSF - St. James Hospital,"2500 W. Reynolds Street, Pontiac, IL 61764-9774"
6308,Pennoyer Elementary,"5200 North Cumberland Avenue, Norridge, IL 60706-1499"
6309,Holiday Inn,"18501 S. Harlem Avenue, Tinley Park, IL 60477-3633"
6310,RML Specialty Hospital,"5601 County Line Road, Hinsdale, IL 60521-4875"
6311,Chippewa Middle School,"123 N. 8th Avenue, Des Plaines, IL 60016-2145"
6312,H.L. Richard High School,"10601 Central Avenue, Oak Lawn, IL 60453-5038"
6313,Prairie Ridge High School,"6000 Dvorak Drive, Crystal Lake, IL 60012-3514"
6314,Mercy Hospital,"2525 S. Michigan Avenue, Chicago, IL 60616-2332"
6315,Prairie State College,"202 S. Halsted Street, Chicago Heights, IL 60411-8200"
6316,Larkin High School,"1475 Larkin Avenue, Elgin, IL 60123-5173"
6317,South Elgin High School,"760 E. Main Street, South Elgin, IL 60177-1702"
6318,Streamwood High School,"701 W. Schaumburg Road, Streamwood, IL 60107-1262"
6319,Urbana High School,"1002 S. Race Street, Urbana, IL 61801-4957"
6320,Ingalls Memorial Hospital,"One Ingalls Drive, Harvey, IL 60426-3558"
6321,Joliet Junior College,"1216 Houbolt Road, Joliet, IL 60431-8311"
6322,Northwestern Memorial Hospital,"251 East Huron, Chicago, IL 60611-2908"
6323,Mellon Administrative Center,"703 S. New Street, Champaign, IL 61820"
6324,Westfield Middle School,"149 Fairfield Way, Bloomingdale, IL 60108-1547"
6325,Zion Central Middle School,"1716 27th Street, Zion, IL 60099-2553"
6326,Burt H. Fulton School,"6601 W. 171st Street, Tinley Park, IL 60477-3514"
6327,Holy Cross Hospital,"2701 W. 68th Street, Chicago, IL 60629-9998"
6328,North Palos/District 117 Admin Ctr.,"7825 West 103rd Street, Palos Hills, IL 60465-1528"
6329,Northwest Community Hospital,"800 W. Central Road, Arlington Heights, IL 60005-2349"
6330,Robert W. Procunier Administration Center,"6611 W. 171st Street, Tinley Park, IL 60477-3514"
6331,Sherman Hospital,"1425 Randall Road, Elgin, IL 60124"
6332,Eisenhower School,"16001 Minerva Avenue, South Holland, IL 60473-1776"
6333,Evergreen Park Elementary District 124 District Office,"2929 W. 87th Street, Evergreen Park, IL 60805-1036"
6334,Indian Trail Junior High School,"222 N. John F. Kennedy Drive, Addison, IL 60101-6602"
6335,Central Middle School,"9400 Sawyer Avenue, Evergreen Park, IL 60805-2328"
6336,Cook County School District 130 District Office,"12300 S. Greenwood Avenue, Blue Island, IL 60406-1558"
6337,Jefferson Middle School,"255 W. Vermont Street, Villa Park, IL 60181-1943"
6338,Parkland School,"1802 N. Rinwood Road, McHenry, IL 60050-1340"
6339,Parkland College,"2400 W Bradley Ave, Champaign, IL 61821-1899"
6340,Parkland College at Auto Collision Repair Facility,"31 Kenyon Drive, Champaign, IL 61820"
6341,Parkland College at Construction Education Alliance,"1307 N. Mattis, Champaign, IL 61821"
6342,"Institute of Avaition, Willard Airport","One Airport Road, Savoy, IL 61874"
6343,Prairie State College,"202 South Halsted Street, Chicago Heights, IL 60411"
6344,Principia College,"1 Maybeck Place, Elsah, IL 62028-9799"
6345,Professionals Choice Hair Design Academy,"2719 W Jefferson St, Joliet, IL 60435"
6346,Quincy University,"1800 College Ave, Quincy, IL 62301-2699"
6347,Quincy University at Sacred Heart Griffen,"1200 W. Washington, Springfield, IL 62702"
6348,Vatterott College - Quincy,"3609 North Marx Drive, Quincy, IL 62305"
6349,The Illinois Institute of Art - Chicago,"350 N Orleans St, Chicago, IL 60654-1593"
6350,The Illinois Institute of Art - Chicago - Art Institute of Michigan,"28125 Cabot Drive, Suite 120, Novi, MI 48377"
6351,The Illinois Institute of Art - Chicago at Tinley Park,"18670 Graphic Park, Tinley Park, IL 60477"
6352,The Illinois Institute of Art - Chicago at The Art Institute of Michigan - Troy,"1414 E. Maple Rd, Troy, MI 48083"
6353,Art Institute of Ohio-Cincinnati,"8845 Governors Hill Drive, Cincinnati, OH 45249-3316"
6354,Rend Lake College,"468 N Ken Gray Pky, Ina, IL 62846"
6355,Rend Lake College at Rend Lake Marketplace,"321 Potomac Blvd., Mt. Vernon, IL 62864"
6356,Rend Lake College at Murphy-Wall Center,"5860 State Route 154, Pinckneyville, IL 62274"
6357,Richland Community College,"One College Pk, Decatur, IL 62521-8512"
6358,Robert Morris University - Illinois,"401 S State Street, Chicago, IL 60605"
6359,ROBERT MORRIS UNIVERSITY - DUPAGE CAMPUS,"905 MERIDIAN LAKE DRIVE, AURORA, IL 60504"
6360,ROBERT MORRIS UNIVERSITY - LAKE CO. CAMPUS,"1507 WAUKEGAN ROAD, WAUKEGAN, IL 60085"
6361,ROBERT MORRIS UNIVERSITY - O'HARE CAMPUS,"1000 TOWER LANE, BENSENVILLE, IL 60106"
6362,ROBERT MORRIS UNIVERSITY - ORLAND PARK CAMPUS,"82 ORLAND SQUARE, ORLAND PARK, IL 60462"
6363,ROBERT MORRIS UNIVERSITY - PEORIA CAMPUS,"211 FULTON STREET, PEORIA, IL 61602"
6364,ROBERT MORRIS UNIVERSITY - SPRINGFIELD CAMPUS,"3101 MONTVALE DRIVE, SPRINGFIELD, IL 62704"
6365,Robert Morris University at Arlington Heights,"2121 South Goebbert Road, Arlington Heights, IL 60005"
6366,Robert Morris University at Elgin,"1707 North Randall Road - Suite 180, Elgin, IL 60123"
6367,Robert Morris University at Peoria,"1 Technology Plaza - 211 Fulton Street, Peoria, IL 61602"
6368,Robert Morris University at Schaumburg,"1000 East Woodfield Road, Schaumburg, IL 60173"
6369,Rock Valley College,"3301 N Mulford Rd, Rockford, IL 61114-5699"
6370,Rock Valley College at Falcon Road Center,"6349 Falcon Road, Rockford, IL 61109"
6371,Rock Valley College at Samuelson Road Center,"4151 Samuelson Road, Rockford, IL 61109"
6372,Aviation Career Education Center,"6045 Cessna Drive, Rockford, IL 61109"
6373,Rock Valley College Downtown,"99 E. State Street, Rockford, IL 61104"
6374,Rockford Career College,"1130 S. Alpine Road, Suite 100, Rockford, IL 61108"
6375,Rockford University,"5050 E State St, Rockford, IL 61108-2393"
6376,Rockford Health System,"2400 N Rockton Avenue, Rockford, IL 61103"
6377,Roosevelt University,"430 S Michigan Ave, Chicago, IL 60605-1394"
6378,Roosevelt University - Albert A. Robin Campus,"1400 North Roosevelt Boulevard, Schaumburg, IL 60173"
6379,Roosevelt University at Stevenson High School,"1 S. Stevenson Drive, Lincolnshire, IL 60069"
6380,Roosevelt University at Logan Square Family Resource Center,"3255 West Altgeld Street, Chicago, IL 60647"
6381,Roosevelt University at CPS,"400 West 69th Street, Chicago, IL 60621-2420"
6382,Roosevelt University at Mundelein High School,"1350 West Hawley Street, Mundelein, IL 60060-1504"
6383,Roosevelt University at Parkview School,"6200 Lake Street, Morton Grove, IL 60053-2416"
6384,Roosevelt University at Forest Trail Middle School,"215 Wilson Street, Park Forest, IL 60466-1528"
6385,Roosevelt University at Medill Professional Center,"1326 West 14th Place, Chicago, IL 60608-2106"
6386,Roosevelt University at Elgin Community Collge,"1700 Spartan Drive, Elgin, IL 60123"
6387,William Rainey Harper College,"1200 W Algonquin Road, Palatine, IL 60067"
6388,Peoria,"211 Fulton St, One Technology Plaza, Peoria, IL 61602"
6389,Lake County,"1507 S. Waukegan Rd., Waukegan, IL 60085"
6390,Robert Morris Experiential College at Roosevelt University,"401 S. State St., Chicago, IL 60605"
6391,Dominican University,"7900 W Division St, River Forest, IL 60305"
6392,Dominican University at Harold Washington Library,"400 South State Street, Chicago, IL 60605"
6393,Dominican University at Alexian Brothers Medical Center,"800 Alexian Way, Elk Grove Village, IL 60007"
6394,Dominican University at Multi-University Center,"1200 University Center Drive, Grayslake, IL 60030"
6395,Dominican University at Dominican Conference Center,"7900 W. Division, River Forest, IL 60305"
6396,Dominican University at Northbrook,"2001 Waukegan Road, Techny, IL 60082"
6397,Dominican University at Noble Charter School - UIC College Prep,"1231 S. Damen, Chicago, IL 60608"
6398,Dominican University at College of St. Catherine,"2004 Randolph Ave, St. Paul, MN 55105"
6399,Dominican University at Chicago Bar Association,"321 Plymouth Court, Chicago, IL 60604"
6400,Dominican University at Rowe Clark Math and Science Academy,"3645 West Chicago Ave, Chicago, IL 60651"
6401,Moraine Valley Community College District,"10900 S. 88th Ave., Palos Hills, IL 60465"
6402,Dominican University at Rauner College Prep HS (Noble Street),"1337 W. Ohio Street, Chicago, IL 60642-6430"
6403,Kelvyn Park High School,"4343 W. Wrightwood Avenue, Chicago, IL 60639"
6404,Marquardt School District,"1860 Glen Ellyn Road, Glendale Heights, IL 60139"
6405,Mary Lyon School,"2941 N. McVicker Avenue, Chicago, IL 60634"
6406,Alverno College,"3400 S. 43rd Street, Milwaukee, WI 53234"
6407,Rush University,"600 S. Paulina St., Chicago, IL 60612"
6408,Saint Francis Medical Center College of Nursing,"511 NE Greenleaf St, Peoria, IL 61603-3783"
6409,University of St. Francis,"500 N Wilcox St, Joliet, IL 60435-6188"
6410,University of St. Francis - Albuquerque,"4401 Silver Ave SE, Albuquerque, NM 87108"
6411,University of St. Francis at Advocate Good Shepherd Hospital,"450 West Highway 22, Barrington, IL 60010"
6412,University of St. Francis at Birmingham Childrens Health System,"1600 5th Avenue South, Birmingham, AL 35233"
6413,University of St. Francis at Bryn Mawr Hospital,"130 S. Bryn Mawr Avenue, Bryn Mawr, PA 19010"
6414,University of St. Francis at Reavis High School,"6034 W. 77th St., Burbank, IL 60459"
6415,University of St. Francis at Erlanger Medical Center,"975 East Third Street, Chattanooga, TN 37403"
6416,University of St. Francis at Good Samaratin Hospital,"3815 Highland Ave., Downers Grove, IL 60515"
6417,University of St. Francis at Lincolnway North High School,"19900 South Harlem Avenue, Frankfort, IL 60423"
6418,University of St. Francis at Twin Oaks,"3033 W. Jefferson Street, Joliet, IL 60435"
6419,University of St. Francis at Advocate Christ Hospital,"4440 West 95th Street, Oak Lawn, IL 60453"
6420,University of St. Francis at Thompson Junior High,"440 Boulder Hill Pass, Oswego, IL 60543"
6421,University of St. Francis at Alan B. Shepard High School,"13049 Ridgeland Ave, Palos Heights, IL 60463"
6422,University of St. Francis at Morainne Valley Community College,"9000 W. College Park, Palos Hills, IL 60466"
6423,University of St. Francis at Ira Jones Middle School,"15320 Wallin Drive, Plainfield, IL 60544"
6424,University of St. Francis at Plainfield East High School,"12001 S. Naperville Rd., Plainfield, IL 60585"
6425,University of St. Francis at Pontiac Township High School,"1100 East Indiana Avenue, Pontiac, IL 61764"
6426,University of St. Francis at North Shore University Health System,"9600 Gross Point Road, Skokie, IL 60076"
6427,University of St. Francis at Centennial School,"614 Oakley Ave., Streator, IL 60435"
6428,University of St. Francis at Carle Clinic,"620 West University Avenue, Urbana, IL 61802-2030"
6429,University of St. Francis at Yorkville School,"103 Schoolhouse Road, Yorkville, IL 60560"
6430,University of St. Francis at St. Joseph Medical Center Peppertree Educational B,"350 W Thomas Road, Phoenix, AZ 85013"
6431,University of St. Francis at Wayside Baptist Church,"7701 SW 98th St, Miami, FL 33156"
6432,University of St. Francis at Orlando Regional Medical Center,"1414 Kuhl Avenue, Orlando, FL 32806"
6433,University of St. Francis at Fairview-University Medical Center,"701 25th Avenue, Minneapolis, MN 55454"
6434,University of St. Francis at Fox Chase Cancer Center,"7701 Burholme Avenue, Philadelphia, PA 19111"
6435,University of St. Francis at Wheaton Franciscan Wauwatosa,"201 N. Mayfair Rd., Wauwatosa, WI 53226"
6436,University of St. Francis at Archdiocese of Chicago,"835 N. Rush St., Chicago, IL 60601"
6437,University of St. Francis at Indian Trail Elementary School,"6235 Stonewall Ave., Downer's Grove, IL 60516"
6438,University of St. Francis at LaSalle Peru Township High School,"5411 Chartres St., LaSalle, IL 61301"
6439,University of St. Francis at Minooka District Office,"305 W. Church St., Minooka, IL 60447"
6440,University of St. Francis at Lincoln Way Central High School,"1801 E. Lincoln Highway, New Lenox, IL 60451"
6441,University of St. Francis at Eagle Point Elementary School,"24562 Norwood Dr., Plainfield, IL 60544"
6442,University of St. Francis at Yorkville Intermediate School,"103 School House Rd., Yorkville, IL 60560"
