,location_name,address
27508,ELS Language Centers at Hayward,"25555 Hesperian Blvd., Bldg 1800, Hayward, CA"
27509,ELS Language Centers at Seattle,"718 12th Avenue, Seattle, WA"
27510,ELS Language Centers - Melbourne,"150 West University Boulevard, Melbourne, FL 32901"
27511,ELS Language Centers - Cleveland,"10900 Euclid Avenue, Stone Commons, Room 109, Cleveland, OH 44106"
27512,ELS Language Centers - Oklahoma City,"1915 N.W. 24th Street, Harris Hall, Oklahoma City, OK"
27513,ELS Language Centers - Philadelphia,"5414 Overbrook Avenue, Philadelphia, PA"
27514,ELS Language Centers - Riverdale,"College of Mount St. Vincent, 6301 Riverdale Ave., Founders, Riverdale, NY 10471"
27515,ELS Language Centers at Ashland,"1250 Siskiyou blvd., Ashland, OR"
27516,ELS Language Centers - Bristol,"One Old Ferry Road, Bristol, RI 02809"
27517,ELS Language Centers - Teaneck,"Robinson Hall, 4th Floor, 1000 River Rd., Teaneck, NJ 07666"
27518,ELS Language Centers - Grand Forks,"221 Centennial Drive, Stop 8390, Grand Forks, ND 58202-8390"
27519,ELS Language Centers at University of St. Thomas,"2115 Summit Avenue, Mail LOR 203, St. Paul, MN 55105-1096"
27520,ELS Language Centers at Laramie,"1000 E. University Avenue, Laramie, WY 82071"
27521,ELS Language Centers - Garden City,"South Avenue, Linen Hall, Garden City, NY 11530"
27522,ELS Language Centers at University of St.Thomas,"2990 Richmond Avenue, Suite 600, Houston, TX 77098"
27523,ELS Language Centers - Portland,"2811 NE Holman Street, Portland, OR"
27524,ELS Language Centers - San Antonio,"4301 Broadway CPO # 498, San Antonio, TX"
27525,ELS Language Centers - St. Petersburg,"4200 54th Avenue, South, St. Petersburg, FL 33711"
27526,ELS Language Centers - Miami Shores,"11300 Northeast Second Avenue, Miami Shores, FL 33161-6695"
27527,ELS Language Centers - Charlotte,"901 West Trade Street, Suite 500, Charlotte, NC 28202"
27528,ELS Language Centers - Pittsburgh,"201 Wood Street, Room 804 LH, Pittsburgh, PA 15222-1984"
27529,ELS Language Centers - Newton,"777 Dedham Street, Newton, MA"
27530,ELS Language Centers - Santa Monica,"1315 Third Street, Santa Monica, CA 90401"
27531,ELS Language Centers - Decatur,"250 E Ponce de Leon Avenue, Suite 400, Decatur, GA 30030"
27532,ELS Language Centers - Santa Barbara,"104 West Anapamu Street, Suite I, Santa Barbara, CA 93101"
27533,ELS Language Centers - Indianapolis,"Indiana University - Purdue University, 151 West Ohio Street, Indianapolis, IN 46204"
27534,ELS Language Centers at Belmont University,"1900 Belmont Blvd., Nashville, TN 37212-3757"
27535,ELS Language Centers - New York,"75 Varick Street, 2nd Floor, New York, NY 10013-1919"
27536,ELS Language Centers - Ruston,"Student Center, 305 Wisteria Street, Room 213, P.O. Box 3006, Ruston, LA 71272"
27537,ELS Language Centers at California Lutheran University,"203 Faculty Street, Thousand Oaks, CA 91360"
27538,ELS Language Centers - Westminster,"3645 West 112th Avenue, #B1705, Westminster, CO 80031"
27539,"ELS Language Centers - Washington, DC","4646 40th Street, NW, Washington, DC 20016"
27540,ELS Language Centers - Honolulu,"1188 Fort Street, Honolulu, HI 96813"
27541,ELS Language Centers - Allendale,"Grand Valley State University, 1150 Au Sable Hall 1 Campus D, Allendale, MI 49401"
27542,ELS Language Centers at Community College of Southern Nevada,"6375 West Charleston Blvd., W11D, Las Vegas, NV 89146"
27543,ELS Language Centers at The Juilliard School,"60 Lincoln Center Plaza, New York, NY 10023"
27544,ELS Language Centers at Cambridge,"1000 Massachusetts Avenue, Suite 302, Cambridge, MA 02138"
27545,ELS Language Centers - San Francisco,"300 Montgomery Street, Suite 200, San Francisco, CA 94104"
27546,ELS Language Centers - St. Louis,"One University Blvd., St. Louis, MO 63121"
27547,ELS Language Centers - San Diego,"110 West C Street, Suite 1600, San Diego, CA 92101"
27548,ELS Language Centers at Stetson University,"203 East University Avenue, Campus Box 8416, DeLand, FL 32723"
27549,ELS Language Centers - West Haven,"University of New Haven, 1211 Campbell Avenue, West Haven, CT 06515"
27550,ELS Language Centers - Cincinnati,"University of Cincinnati, 60 W. Charlton, Suite 150, Cincinnati, OH 45221"
27551,ELS Language Centers - Houston,"16441 Space Center Blvd., Building A, Houston, TX 77058"
27552,ELS Language Centers - DeKalb,"Health Services Center, Suite 330, 385 Wirtz Drive, DeKalb, IL 60115"
27553,"ELS Language Centers at University of Arkansas, Fort Smith","PO Box 3649, Fort Smith, AR 72913"
27554,ELS Language Centers - Columbus,"Ohio Dominican University, East Campus Building, 2600 Airpor, Columbus, OH 43219"
27555,ELS Language Centers - Tampa,"701 W. Kennedy Blvd., Tampa, FL 33606"
27556,ELS Language Centers- Milwaukee,"1834 West Wisconsin Ave, Marquette University, Milwaukee, WI 53233"
27557,ELS Language Centers - Cupertino,"21269 Stevens Creek Blvd., Suite 620, Cupertino, CA 95014"
27558,ELS Language Centers - Johnson City,"Hutcheson Hall, 503 South Dossett Drive, Johnson City, TN 37614"
27559,ELS Language Centers - Lubbock,"1921 Broadway, Lubbock, TX 79401"
27560,ELS Language Centers - Tacoma,"1101 South Yakima Avenue, Tacoma, WA 98405"
27561,ELS Language Centers at Johnson Wale University,"7150 Montview Blvd., Foote Hall, Denver, CO"
27562,ELS Language Centers at Berkeley College,"99 Church Street, White Plains, NY"
27563,"ELS Language Centers at Grand Valley State University, Grand Rapids","301 Michigan NE, 5th Floor, Room 546, Grand Rapids, MI"
27564,ELS Language Centers at Margville University,"13550 Conway Road, St. Louis, MO 63141-7299"
27565,ELS Language Centers - Brockport,"Dailey Hall, 217 Holley Street, Brockport, NY 14420"
27566,ELS Language Centers - Fort Wayne,"2101 East Coliseum Blvd., Fort Wayne, IN 46805"
27567,ELS Language Centers - Richardson,"720 West Lookout Drive, Richardson, TX 75080"
27568,ELS Language Centers - Camden,"215 North Third Street, Camden, NJ 08102"
27569,ELS Language Centers ? Bowling Green,"c/o Bowling Green State University, 4010 Business Administra, Bowling Green, OH 43403"
27570,ELS Language Centers - Romeoville,"1 University Parkway, Romeoville, IL 60446"
27571,ELS Language Centers - Conway,"386 University Blvd., Kearns Hall 207, Conway, SC 29528"
27572,ELS Language Centers - Lake Charles,"Burton Business Center, Room 229, Lawton Drive, Lake Charles, LA 70605"
27573,ELS Language Centers ? Philadelphia ? West Chester,"675 South Church Street, West Chester, PA 19383"
27574,"ELS Language Centers-Kenosha, WI  University of Wisconsin-Parkside","901 Wood Road, Kenosha, WI 53141"
27575,ELS Language Centers - Hempstead,"Hofstra University - Memorial Hall, 1000 Fulton Av, Hempstead, NY 11549"
27576,ELS Language Centers - Boston,"125 Tremont Street, Boston, MA 02108"
27577,ELS Language Centers - Fredericksburg,"Eagle Village Complex, 1125 Jefferson Davis Highwa, Fredericksburg, VA 22401"
27578,ELS Language Centers - Murfreesboro,"1301 East Main Street, MTSU Box X-108, Murfreesboro, TN 37132"
27579,ELS Language Centers - Santa Monica,"120 Colorado Avenue, Santa Monica, CA 90401"
27580,ELS Language Centers - Santa Monica,"1220 Second Street, Santa Monica, CA 90401"
27581,ELS Language Centers - Bristol,"Reynolds School, 235 High Street, Bristol, RI 02809"
27582,ELS Language Centers - St. Paul,"2115 Summit Avenue, Mail 5032, St. Paul, MO 55105"
27583,ELS Language Centers - Celebration,"Stetson University , 800 Celebration Avenue, Suite, Celebration, FL 34747"
27584,ELS Language Centers - Boston,"29 Winter Street, Boston, MA 02108"
27585,ELS Language Centers - Galloway,"c/o Richard Stockton College of New Jersey, 101 Ve, Galloway, NJ 08205"
27586,ELS Language Centers - Greensville,"The Clemson Suite, 225 South Pleasantburg Drive, S, Greensville, SC 29607"
27587,ELS Language Centers - Philadelphia-West Chester,"c/o West Chester University, 675 South Church St., West Chester, PA 19383"
27588,ELS Language Centers - Hollywood,"c/o Los Angeles Film School, 6363 Sunset Blvd., Hollywood, CA 90028"
27589,ELS Language Centers - Richmond,"c/o Eastern Kentucky University, Whitlock Building, Richmond, KY 40475"
27590,ELS Language Centers - Thousand Oaks,"60 West Olsen Rd, Mattson House, Thousand Oaks, CA 91360"
27591,ELS Language Centers - San Jose,"2711 North 1st Street, San Jose, CA 95134"
27592,Embassy CES,"22801 Roscoe Blvd., West Hills, CA"
27593,Embassy CES,"330 7th Avenue, 2nd Floor, New York, NY 10001"
27594,Embassy CES at Lasell College,"49 Seminary Avenue, Newton, MA"
27595,Embassy CES - San Diego,"1010 2nd Ave., Suite 2200, San Diego, CA 92101"
27596,Embassy CES - Fort Lauderdale,"200 SW 1st Ave, Fort Lauderdale, FL 33301"
27597,Embassy CES - San Francisco,"1462 Pine Street, San Francisco, CA"
27598,Embassy CES at Chapman University,"1500 Rosecrans Avenue, Manhattan Beach, CA 90266"
27599,Embassy CES at Pacific Lutheran University,"12180 Park Avenue South, Tacoma, WA 98447"
27600,Embassy CES at Rutgers University,"91 Blecker Street, Newark, NJ 07102"
27601,Embassy CES at Woodbury University,"7500 Glenoaks Boulevard, Burbank, CA 91510"
27602,Embassy CES at Merrimack College,"315 Turnpike Street, North Andover, MA 01845"
27603,Embassy CES - Long Beach,"1 World Trade Center, Long Beach, CA 90831"
27604,Embassy CES - Boston,"33-41 West Street, Boston, MA 02111"
27605,Embassy CES,"3600 South 344th Way, Federal Way, WA"
27606,"English for Internationals, Inc.","575 Colonial Park Drive, Roswell, GA 30075"
27607,English House,"26 North Summit Avenue, Gaithersburg, MD"
27608,English Language Institute,"One Embarcadero Center, Lobby Level (2nd Floor), San Francisco, CA 94111"
27609,English Language Institute - San Diego,"1510 Front Street, Suite 200, San Diego, CA 92101"
27610,English Language Institute  - San Francisco,"1177 Polk Street Suites 302 F, G, & H, San Francisco, CA 94109"
27611,English Language Institute - San Francisco,"4301 Geary Blvd, San Francisco, CA 94118"
27612,Escuela Tecnica De Electricidad,"Calle Villa #190, Ponce, PR 00730-4875"
27613,Escuela Tecnica De Electricidad - Fajardo,"Calle Antonio R Barcelo #6, Fajardo, PR 00738-4814"
27614,Escuela Tecnica De Electricidad - Rio Piedras,"Ave Campo Rico 767, Country Club, Rio Piedras, PR 00924"
27615,Escuela Tecnica De Electricidad,"Av. Campo Rico #767, San Juan, PR 00924"
27616,"ESL Instruction & Consulting, Inc.","2200 Northlake Parkway, Suite 276, Tucker, GA 30084"
27617,The Language Company,"189 W. 15th Street, Edmond, OK 73013"
27618,The Language Company - Tahlequah,"622 N. Lewis, Tahlequah, OK 74464"
27619,The Language Company - Orlando,"1650 Sand Lake Road, Suite 100, Orlando, FL 32809"
27620,The Language Company - Edmond,"100 N. University Drive,  P.M.B. 341881, Edmond, OK 73034"
27621,The Language Company - William Jewell College,"500 College Hill, Campus Box 1004, Liberty, MO"
27622,The Language Company - Eastern Oklahoma State College,"1301 W. Main, Wilburton, OK"
27623,The Language Company - Philadelphia,"Bourse Building, 111 South Independence Mall East, Suite 480, Philadelphia, PA 19106"
27624,The Language Company - South Bend,"700 Mishawaka Ave Suite 001, South Bend, IN 46615"
27625,The Language Company - Ada,"East Central University, Old Science Hall, 1100 E. 14th Stre, Ada, OK 74820"
27626,The Language Company - Bowling Green,"Bowling Green State University, Bowling Green, OH 43403-0195"
27627,The Language Company - Kirksville,"100 E. Normal Avenue, Kirksville, MO 63501"
27628,The Language Company - Berkeley,"2470 Telegraph Ave., Suite 200, Berkeley, CA 94704"
27629,The Language Company - Boston,"260 Commonwealth Avenue, Boston, MA 02116"
27630,The Language Company - Fort Wayne,"Ivy Tech Community College 3701 Dean Drive, Fort Wayne, IN 46835"
27631,The Language Company - Dallas/Fort Worth,"1201 Wesleyan Street, Fort Worth, TX 76105"
27632,The Language Company - Frostburg,"150 Park Avenue, Frostburg, MD 21532"
27633,The Language Company - Charleston,"2120 7th Street, Thomas Hall, Charleston, IL 61920"
27634,The Language Company - Fairfax,"2810 Old Lee Highway, Suite 100, Fairfax, VA 22031"
27635,The Language Company - Fairfax,"2810 Old Lee Highway, Suite 100, Fairfax, VA 22031"
27636,The Language Company - Louisiana,"Louisiana State University, Room 119 Business Educ, Shreveport, LA 71115"
27637,The Language Company - Fort Worth,"3018 Avenue E, Fort Worth, TX 76105"
27638,The Language Company - Stephenville,"Thompson Student Center, Rm 34, Stephenville, TX 43606"
27639,The Language Company - Fort Wayne,"Ivy Tech Community College, 3701 Dean Drive, Fort Wayne, IN 46835"
27640,The Language Company - Fairfax,"2810 Old Lee Highway, Suite 100, Fairfax, VA 22031"
27641,The Language Company - Toledo,"3450 West Central Avenuee, Toledo, OH 43606"
27642,The EF Executive Language Institute A branch of EF International Language,"EF Center, One Education Street, Cambridge, MA"
27643,Talk English Schools,"3501 S. University Drive, Suite 3, Davie, FL 33328"
27644,TALK International - Aventura,"19032 NE 29th Avenue, Aventura, FL 33180"
27645,Talk International - Boston,"99 Bedford Street #100, Boston, MA 02111"
27646,TALK International - San Francisco,"1500 Ralston Avenue, Belmont, CA 94002"
27647,TALK International - Atlanta,"1447 Peachtree Street, Atlanta, GA 30309"
27648,Talk International - Miami Beach,"1000 Fifth Street, Suite A, Miami Beach, FL 33139"
27649,TALK International - Miami,"1390 Brickell Avenue, Suite 105, Miami, FL 33131"
27650,Spring International Language Center Littleton,"2575 West Church Avenue, Littleton, CO 80120"
27651,Spring International Language Center,"1600 Champa Street, Suite 400, Denver, CO 80202"
27652,"Spring International Language Center, University of Arkansas","UPTW 1 University of Arkansas, Fayetteville, AR 72701"
27653,Spring International Language Center,"5898 South Rapp Street, Littleton, CO 80120"
27654,Spring Institute for Intercultural Learning,"1610 Emerson Street, Denver, CO"
27655,Seacoast Career School,"890 Maine Street, Suite 100, Sanford, ME 04073"
27656,Seacoast Career Schools - Manchester,"670 North Commercial Street, Manchester, NH 03101"
27657,Seacoast Career Schools - Portsmouth,"200 International Drive, Portsmouth, NH 03801"
27658,Harris School of Business - Philadelphia,"2371 Welsh Rd., Suite 4, Philadelphia, PA 19114"
27659,Quest Career College,"6248 Pearl Road, Parma Heights, OH"
27660,Quest Career College,"5405 East Schaaf Rd., Independence, OH 44131"
27661,Quest Career College - Bedford,"5475 Perkins Road, Bedford, OH 44146"
27662,Quest Career College,"4845 Market Street, Boardman, OH 44512"
27663,FLS International,"301 North lake Avenue, Suite 310, Pasadena, CA 91101"
27664,FLS International,"317 W. Main Street, #328, Alhambra, CA"
27665,FLS International - Lock Haven,"151 Susquehanna Avenue, Lock Haven, PA"
27666,FLS International - Glendora,"1000 W. Foothill Blvd., Glendora, CA 91741"
27667,FLS International at Mira Costa College,"One Barnard Drive, Oceanside, CA"
27668,FLS International,"99 Main Street, Franklin, MA 02038-1994"
27669,FLS International - Las Vegas,"2225 Village Walk Drive, Suite #210, Henderson, NV 89052"
27670,FLS International,"4000 South Rose Avenue, Oxnard, CA"
27671,FLS International - Boston,"131 Tremont Street # 400, Boston, MA 02111"
27672,FLS International - Cookeville,"1 William L Jones Drive, Cookeville, TN 38505"
27673,FLS International - Saddleback,"28000 Marguerite Parkway, Mission Viejo, CA 92692"
27674,FLS International at Chestnut Hill College,"9601 Germantown Avenue, Philadelphia, PA 19118"
27675,FLS International at Sonrise Christian School,"1220 East Ruddock St., Covina, CA 91724"
27676,FLS International at Saint Peter's University,"2641 John F. Kennedy Boulevard, Jersey City, NJ 07306"
27677,FLS International at Fisher College,"118 Beacon Street, Boston, MA 02116"
27678,FLS International - Fullerton,"800 N. State College Blvd., Fullerton, CA 92831"
27679,FLS International - Northridge,"18111 Nordhoff Street, Northridge, CA 91330"
27680,POLY Languages Institute at Los Angeles,"5757 Wilshire Blvd., Suite 510, Los Angeles, CA 90036"
27681,POLY Languages Institute at Pasadena,"2900 E. Colorado Blvd., Pasadena, CA"
27682,POLY Languages Institute at Irvine,"18818 Teller Avenue, Suite 160, Irvine, CA 92612"
27683,Pacific International Academy,"17600 Pacific Highway 43, Marylhurst, OR"
27684,OSULA Education Center,"3921 Laurel Canyon Blvd., Studio City, CA 91604"
27685,"New England School of English, The","36 John F. Kennedy Street, Cambridge, MA 02138"
27686,Medical and Technical Institute,"534 S. Decatur Blvd., Las Vegas, NV 89107"
27687,Medacom College,"6250 Thornton Avenue, Newark, CA"
27688,M.J. Francoeur & Associates Dale Carnegie Training,"8 Ellsworth Road, West Hartford, CT"
27689,GEOS New York Corp dba GEOS Languages Plus,"1133 Broadway, Suite 1520, New York, NY 10010"
